Order Id,Pickup Postal Code,Delivery Postal Code,Urgency,Capacity,Frozen,Job Price
533,758297,210683,Urgent,<100 cm (H+L+W) & max 8kg,No,15
534,596226,160145,Urgent,<60 cm (H+L+W) & max 1kg,No,7
535,728651,530140,Urgent,Document,No,10
536,758297,822233,Urgent,<60 cm (H+L+W) & max 1kg,No,7
537,539231,640543,Urgent,<100 cm (H+L+W) & max 8kg,No,9
538,758297,289444,Urgent,<120 cm (H+L+W) & max 10kg,No,12
539,728651,543271,Urgent,<160 cm (H+L+W) & max 20kg,No,7
540,758297,307780,Urgent,<60 cm (H+L+W) & max 1kg,No,13
541,659544,466519,Urgent,<60 cm (H+L+W) & max 1kg,No,7
542,758297,330046,Urgent,10Ft Lorry,No,13
543,728664,560424,Urgent,<120 cm (H+L+W) & max 10kg,Yes,7
544,539231,439219,Urgent,Document,No,7
545,758297,560209,Urgent,2.4m Van,No,7
546,758297,098616,Urgent,10Ft Lorry,No,15
547,596226,550210,Not Urgent,10Ft Lorry,No,9
548,486121,550257,Urgent,2.4m Van,No,7
549,758297,520725,Urgent,<120 cm (H+L+W) & max 10kg,No,7
550,738738,357688,Urgent,<80 cm (H+L+W) & max 5kg,No,7
551,539231,554479,Not Urgent,14Ft Lorry,No,7
552,619729,688207,Urgent,<80 cm (H+L+W) & max 5kg,No,7
553,762347,018960,Urgent,<80 cm (H+L+W) & max 5kg,No,31
554,758297,823310,Urgent,<60 cm (H+L+W) & max 1kg,No,7
555,758297,642276,Urgent,<60 cm (H+L+W) & max 1kg,No,7
556,758297,341101,Urgent,14Ft Lorry,No,7
557,539231,542178,Urgent,<80 cm (H+L+W) & max 5kg,No,7
558,369683,460542,Urgent,<120 cm (H+L+W) & max 10kg,No,10
559,619729,677669,Urgent,<60 cm (H+L+W) & max 1kg,No,7
560,389729,600258,Urgent,1.7m Van,No,12
561,596226,050533,Urgent,14Ft Lorry,No,7
562,415934,341105,Urgent,2.4m Van,No,7
563,389887,119968,Urgent,<100 cm (H+L+W) & max 8kg,No,16
564,619729,330064,Urgent,<60 cm (H+L+W) & max 1kg,No,7
565,539231,542286,Urgent,Document,No,7
566,466584,680660,Urgent,<60 cm (H+L+W) & max 1kg,No,7
567,466584,518145,Urgent,14Ft Lorry,No,7
568,758080,806106,Urgent,<80 cm (H+L+W) & max 5kg,No,7
569,619336,048979,Urgent,<120 cm (H+L+W) & max 10kg,No,7
570,758297,380095,Urgent,<60 cm (H+L+W) & max 1kg,No,13
571,536212,570291,Not Urgent,1.7m Van,No,7
572,758297,319319,Urgent,14Ft Lorry,Yes,7
573,539231,548190,Urgent,2.4m Van,No,7
574,486121,543216,Urgent,<100 cm (H+L+W) & max 8kg,No,7
575,758297,648363,Not Urgent,<60 cm (H+L+W) & max 1kg,No,7
576,415936,391056,Urgent,Document,No,16
577,415934,100073,Urgent,<60 cm (H+L+W) & max 1kg,No,7
578,619115,823673,Urgent,<100 cm (H+L+W) & max 8kg,No,7
579,159305,560525,Urgent,<60 cm (H+L+W) & max 1kg,No,15
580,758297,821273,Urgent,<100 cm (H+L+W) & max 8kg,No,7
581,539231,541270,Urgent,<60 cm (H+L+W) & max 1kg,No,7
582,486121,821624,Urgent,Document,No,7
583,218374,118713,Urgent,<60 cm (H+L+W) & max 1kg,No,7
584,539231,520146,Urgent,14Ft Lorry,Yes,7
585,619729,319772,Urgent,2.4m Van,No,7
586,415934,821678,Urgent,<100 cm (H+L+W) & max 8kg,No,7
587,728654,229543,Urgent,<60 cm (H+L+W) & max 1kg,No,11
588,619336,751468,Urgent,Document,No,7
589,758297,753468,Urgent,<60 cm (H+L+W) & max 1kg,No,7
590,486121,200816,Urgent,<100 cm (H+L+W) & max 8kg,No,7
591,787472,760868,Urgent,<120 cm (H+L+W) & max 10kg,No,7
592,728651,769135,Urgent,<160 cm (H+L+W) & max 20kg,No,7
593,089064,570157,Urgent,<60 cm (H+L+W) & max 1kg,No,7
594,160022,522606,Urgent,<60 cm (H+L+W) & max 1kg,No,15
595,758297,650287,Urgent,10Ft Lorry,No,7
596,728651,562588,Urgent,<120 cm (H+L+W) & max 10kg,No,7
597,486121,750317,Urgent,Document,No,7
598,608586,627969,Urgent,2.4m Van,No,15
599,728654,667980,Urgent,10Ft Lorry,No,10
600,409839,510258,Not Urgent,10Ft Lorry,No,7
